test_txndate,test_storecode,Customers,Bills,ItemQty,Sales
2020-12-27 00:00:00,14,40,46,277.0,82437.0
2020-12-27 00:00:00,15,15,16,65.0,18971.0
2020-12-27 00:00:00,4,28,30,117.0,56909.0
2020-12-27 00:00:00,5,55,57,320.0,121207.0
2020-12-27 00:00:00,6,58,65,279.0,136344.0
2020-12-27 00:00:00,7,43,45,229.0,117523.0
2020-12-27 00:00:00,9,22,22,60.0,33559.0
2020-12-28 00:00:00,1,10,12,73.0,10014.0
2020-12-28 00:00:00,11,61,64,371.0,126530.0
2020-12-28 00:00:00,14,35,38,746.0,100449.0
2020-12-28 00:00:00,15,9,9,39.0,11757.0
2020-12-28 00:00:00,4,21,21,102.0,45036.0
2020-12-28 00:00:00,5,59,62,281.0,163892.0
2020-12-28 00:00:00,6,74,79,533.0,181632.0
2020-12-28 00:00:00,7,42,44,223.0,92932.0
2020-12-28 00:00:00,9,12,12,37.0,14062.0
2020-12-28 00:00:00,Ecommerce,4,4,4.0,12390.0
2020-12-29 00:00:00,1,16,18,89.0,16395.0
2020-12-29 00:00:00,11,53,59,762.0,217452.0
2020-12-29 00:00:00,14,33,34,193.0,72474.0
2020-12-29 00:00:00,15,11,13,57.0,16485.0
2020-12-29 00:00:00,4,17,19,59.0,21515.0
2020-12-29 00:00:00,5,44,45,187.0,122804.0
2020-12-29 00:00:00,6,69,76,410.0,228003.0
2020-12-29 00:00:00,7,37,43,240.0,114476.0
2020-12-29 00:00:00,9,16,16,59.0,21947.0
2020-12-29 00:00:00,Ecommerce,1,1,10.0,2020.0
2020-12-29 00:00:00,Warehouse,2,2,151.0,68764.0
2020-12-30 00:00:00,1,11,11,101.0,12082.0
2020-12-30 00:00:00,11,68,70,345.0,168789.0
2020-12-30 00:00:00,14,35,39,221.0,80617.0
2020-12-30 00:00:00,15,13,15,50.0,22685.0
2020-12-30 00:00:00,4,14,16,113.0,47536.0
2020-12-30 00:00:00,5,62,64,312.0,157611.0
2020-12-30 00:00:00,6,76,83,444.0,231735.0
2020-12-30 00:00:00,7,62,68,396.0,183298.0
2020-12-30 00:00:00,9,18,18,49.0,18632.0
2020-12-30 00:00:00,Ecommerce,38,38,44.0,103015.0
2020-12-30 00:00:00,Warehouse,1,1,202.0,21693.0
2020-12-31 00:00:00,1,11,13,55.0,14523.0
2020-12-31 00:00:00,11,62,65,442.0,170080.0
2020-12-31 00:00:00,14,43,44,209.0,115699.0
2020-12-31 00:00:00,15,8,8,26.0,9408.0
2020-12-31 00:00:00,4,23,24,69.0,43283.0
2020-12-31 00:00:00,5,58,60,232.0,180320.0
2020-12-31 00:00:00,6,83,88,547.0,296249.0
2020-12-31 00:00:00,7,56,61,284.0,122206.0
2020-12-31 00:00:00,9,16,16,49.0,18891.0
2020-12-31 00:00:00,Ecommerce,36,38,48.0,119735.0
2021-01-01 00:00:00,1,17,22,141.0,30744.0
2021-01-01 00:00:00,11,51,51,195.0,107919.0
2021-01-01 00:00:00,14,31,32,227.0,63727.0
2021-01-01 00:00:00,15,11,12,33.0,10666.0
2021-01-01 00:00:00,4,30,31,112.0,42240.0
2021-01-01 00:00:00,5,47,50,243.0,115050.0
2021-01-01 00:00:00,6,67,71,416.0,193339.0
2021-01-01 00:00:00,7,52,58,318.0,150271.0
2021-01-01 00:00:00,9,14,17,49.0,36293.0
2021-01-01 00:00:00,Ecommerce,17,17,20.0,33594.0
2021-01-01 00:00:00,Warehouse,2,2,25.0,7690.0
2021-01-02 00:00:00,1,12,13,68.0,11363.0
2021-01-02 00:00:00,11,56,60,452.0,167997.0
2021-01-02 00:00:00,14,35,37,288.0,68055.0
2021-01-02 00:00:00,15,20,20,71.0,31072.0
2021-01-02 00:00:00,4,19,19,65.0,31074.0
2021-01-02 00:00:00,5,79,85,409.0,177613.0
2021-01-02 00:00:00,6,59,63,275.0,174273.0
2021-01-02 00:00:00,7,52,55,357.0,134860.0
2021-01-02 00:00:00,9,12,12,43.0,13606.0
2021-01-02 00:00:00,Ecommerce,18,18,49.0,56934.0
2021-01-02 00:00:00,Warehouse,4,4,33.0,18665.0
2021-01-03 00:00:00,1,19,21,245.0,34697.0
2021-01-03 00:00:00,11,50,57,261.0,157515.0
2021-01-03 00:00:00,14,43,44,243.0,100488.0
2021-01-03 00:00:00,15,18,19,74.0,35772.0
2021-01-03 00:00:00,4,26,26,155.0,91796.0
2021-01-03 00:00:00,5,57,60,489.0,169579.0
2021-01-03 00:00:00,6,79,93,523.0,235192.0
2021-01-03 00:00:00,7,58,62,424.0,131039.0
2021-01-03 00:00:00,9,21,21,61.0,29234.0
2021-01-03 00:00:00,Ecommerce,9,9,10.0,19915.0
2021-01-04 00:00:00,1,17,17,181.0,21579.0
2021-01-04 00:00:00,11,50,51,232.0,128531.0
2021-01-04 00:00:00,14,31,32,117.0,51765.0
2021-01-04 00:00:00,15,9,9,50.0,10913.0
2021-01-04 00:00:00,4,20,20,92.0,37925.0
2021-01-04 00:00:00,5,47,49,303.0,93200.0
2021-01-04 00:00:00,6,56,60,308.0,147302.0
2021-01-04 00:00:00,7,42,44,127.0,116258.0
2021-01-04 00:00:00,9,8,8,17.0,8080.0
2021-01-04 00:00:00,Ecommerce,13,13,38.0,23863.0
2021-01-04 00:00:00,Warehouse,2,3,115.0,99315.0
2021-01-05 00:00:00,1,10,10,135.0,24678.0
2021-01-05 00:00:00,11,60,64,353.0,171135.0
2021-01-05 00:00:00,14,20,23,169.0,43221.0
2021-01-05 00:00:00,15,10,10,60.0,15291.0
2021-01-05 00:00:00,4,15,15,78.0,34766.0
2021-01-05 00:00:00,5,55,56,218.0,114555.0
2021-01-05 00:00:00,6,55,64,247.0,129932.0
2021-01-05 00:00:00,7,38,39,403.0,81738.0
2021-01-05 00:00:00,9,16,18,49.0,21624.0
2021-01-05 00:00:00,Ecommerce,5,5,18.0,7395.0
2021-01-05 00:00:00,Warehouse,1,1,2.0,17180.0
2021-01-06 00:00:00,1,15,25,94.0,31119.0
2021-01-06 00:00:00,11,55,59,427.0,166791.0
2021-01-06 00:00:00,14,28,32,154.0,49911.0
2021-01-06 00:00:00,15,13,13,80.0,15638.0
2021-01-06 00:00:00,4,15,15,70.0,17404.0
2021-01-06 00:00:00,5,64,65,373.0,159806.0
2021-01-06 00:00:00,6,67,71,364.0,210898.0
2021-01-06 00:00:00,7,48,51,281.0,121317.0
2021-01-06 00:00:00,9,10,11,28.0,23715.0
2021-01-06 00:00:00,Ecommerce,5,5,7.0,9640.0
2021-01-06 00:00:00,Warehouse,2,2,10.0,18309.0
2021-01-07 00:00:00,1,15,17,109.0,32041.0
2021-01-07 00:00:00,11,48,54,310.0,151123.0
2021-01-07 00:00:00,14,34,35,212.0,57614.0
2021-01-07 00:00:00,15,11,11,61.0,29034.0
2021-01-07 00:00:00,4,24,24,82.0,39328.0
2021-01-07 00:00:00,5,48,51,298.0,143773.0
2021-01-07 00:00:00,6,64,69,223.0,195050.0
2021-01-07 00:00:00,7,42,42,241.0,91036.0
2021-01-07 00:00:00,9,13,13,90.0,30388.0
2021-01-07 00:00:00,Ecommerce,6,6,15.0,8784.0
2021-01-07 00:00:00,Warehouse,3,3,38.0,28970.0
2021-01-08 00:00:00,1,13,15,78.0,11261.0
2021-01-08 00:00:00,11,52,57,289.0,143943.0
2021-01-08 00:00:00,14,17,17,101.0,19741.0
2021-01-08 00:00:00,15,15,15,88.0,26889.0
2021-01-08 00:00:00,4,21,23,95.0,35661.0
2021-01-08 00:00:00,5,44,45,167.0,115729.0
2021-01-08 00:00:00,6,73,76,333.0,199515.0
2021-01-08 00:00:00,7,43,43,204.0,94326.0
2021-01-08 00:00:00,9,12,12,44.0,11594.0
2021-01-08 00:00:00,Ecommerce,3,3,4.0,4640.0
2021-01-09 00:00:00,1,16,19,67.0,25375.0
2021-01-09 00:00:00,11,46,46,275.0,77013.0
2021-01-09 00:00:00,14,33,34,309.0,61014.0
2021-01-09 00:00:00,15,26,26,113.0,52365.0
2021-01-09 00:00:00,4,27,30,99.0,40927.0
2021-01-09 00:00:00,5,66,68,350.0,116479.0
2021-01-09 00:00:00,6,75,86,378.0,243320.0
2021-01-09 00:00:00,7,51,57,323.0,132787.0
2021-01-09 00:00:00,9,22,25,135.0,56845.0
2021-01-09 00:00:00,Ecommerce,4,4,4.0,6549.0
2021-01-10 00:00:00,1,17,19,266.0,26589.0
2021-01-10 00:00:00,11,70,73,451.0,192346.0
2021-01-10 00:00:00,14,50,52,230.0,117005.0
2021-01-10 00:00:00,15,29,29,121.0,56798.0
2021-01-10 00:00:00,4,33,35,109.0,50528.0
2021-01-10 00:00:00,5,63,65,330.0,130869.0
2021-01-10 00:00:00,6,82,90,845.0,239490.0
2021-01-10 00:00:00,7,57,62,391.0,157765.0
2021-01-10 00:00:00,9,20,22,101.0,41255.0
2021-01-10 00:00:00,Ecommerce,6,6,9.0,25450.0
2021-01-10 00:00:00,Warehouse,1,1,2.0,4650.0
2021-01-11 00:00:00,1,20,24,206.0,65062.0
2021-01-11 00:00:00,11,56,56,374.0,109344.0
2021-01-11 00:00:00,14,23,26,165.0,41306.0
2021-01-11 00:00:00,15,7,8,22.0,10360.0
2021-01-11 00:00:00,4,14,17,47.0,32990.0
2021-01-11 00:00:00,5,49,51,161.0,138751.0
2021-01-11 00:00:00,6,70,74,467.0,196962.0
2021-01-11 00:00:00,7,30,31,163.0,67410.0
2021-01-11 00:00:00,9,16,17,81.0,34893.0
2021-01-11 00:00:00,Ecommerce,7,7,11.0,18946.0
2021-01-12 00:00:00,1,14,18,210.0,37011.0
2021-01-12 00:00:00,11,59,63,797.0,140910.0
2021-01-12 00:00:00,14,42,45,351.0,81624.0
2021-01-12 00:00:00,15,13,14,36.0,14032.0
2021-01-12 00:00:00,4,30,30,97.0,44365.0
2021-01-12 00:00:00,5,45,48,224.0,105246.0
2021-01-12 00:00:00,6,72,76,452.0,227761.0
2021-01-12 00:00:00,7,42,42,200.0,120330.0
2021-01-12 00:00:00,9,22,22,86.0,37608.0
2021-01-12 00:00:00,Ecommerce,7,7,9.0,24764.0
2021-01-13 00:00:00,1,17,20,136.0,32988.0
2021-01-13 00:00:00,11,51,54,291.0,147137.0
2021-01-13 00:00:00,14,50,55,368.0,105740.0
2021-01-13 00:00:00,15,14,15,75.0,24958.0
2021-01-13 00:00:00,4,26,26,70.0,41507.0
2021-01-13 00:00:00,5,42,43,194.0,114964.0
2021-01-13 00:00:00,6,86,94,484.0,235502.0
2021-01-13 00:00:00,7,40,40,232.0,110004.0
2021-01-13 00:00:00,9,15,16,85.0,23783.0
2021-01-13 00:00:00,Ecommerce,5,5,6.0,8728.0
2021-01-14 00:00:00,1,8,12,54.0,5817.0
2021-01-14 00:00:00,11,36,37,112.0,76264.0
2021-01-14 00:00:00,14,20,21,143.0,37372.0
2021-01-14 00:00:00,15,12,13,55.0,14166.0
2021-01-14 00:00:00,4,25,26,84.0,28436.0
2021-01-14 00:00:00,5,56,58,191.0,124051.0
2021-01-14 00:00:00,6,46,52,207.0,140203.0
2021-01-14 00:00:00,7,47,47,306.0,86206.0
2021-01-14 00:00:00,9,13,14,39.0,20157.0
2021-01-14 00:00:00,Ecommerce,4,4,15.0,13329.0
2021-01-15 00:00:00,1,11,13,94.0,13675.0
2021-01-15 00:00:00,11,55,57,234.0,110077.0
2021-01-15 00:00:00,14,22,25,126.0,32593.0
2021-01-15 00:00:00,15,15,16,62.0,24204.0
2021-01-15 00:00:00,4,30,32,131.0,72977.0
2021-01-15 00:00:00,5,45,47,121.0,89793.0
2021-01-15 00:00:00,6,59,64,253.0,114256.0
2021-01-15 00:00:00,7,42,43,160.0,75166.0
2021-01-15 00:00:00,9,17,18,55.0,25990.0
2021-01-15 00:00:00,Ecommerce,2,2,2.0,10470.0
2021-01-16 00:00:00,1,16,16,193.0,24749.0
2021-01-16 00:00:00,11,53,56,406.0,148578.0
2021-01-16 00:00:00,14,44,47,428.0,82268.0
2021-01-16 00:00:00,15,20,22,94.0,31815.0
2021-01-16 00:00:00,4,20,20,90.0,33611.0
2021-01-16 00:00:00,5,64,66,492.0,166430.0
2021-01-16 00:00:00,6,74,79,490.0,247958.0
2021-01-16 00:00:00,7,44,49,276.0,82042.0
2021-01-16 00:00:00,9,13,13,43.0,20774.0
2021-01-16 00:00:00,Ecommerce,1,1,1.0,2050.0
2021-01-17 00:00:00,1,14,14,115.0,17001.0
2021-01-17 00:00:00,11,59,65,451.0,149087.0
2021-01-17 00:00:00,14,24,26,213.0,43139.0
2021-01-17 00:00:00,15,27,28,100.0,45916.0
2021-01-17 00:00:00,4,16,18,55.0,25933.0
2021-01-17 00:00:00,5,63,66,330.0,216745.0
2021-01-17 00:00:00,6,81,82,596.0,256325.0
2021-01-17 00:00:00,7,54,56,238.0,125601.0
2021-01-17 00:00:00,9,18,20,75.0,63903.0
2021-01-17 00:00:00,Ecommerce,1,1,1.0,3390.0
2021-01-18 00:00:00,1,8,8,49.0,7649.0
2021-01-18 00:00:00,11,51,51,216.0,81422.0
2021-01-18 00:00:00,14,40,42,189.0,83290.0
2021-01-18 00:00:00,15,8,8,60.0,13297.0
2021-01-18 00:00:00,4,22,23,79.0,36215.0
2021-01-18 00:00:00,5,48,48,319.0,104081.0
2021-01-18 00:00:00,6,66,73,383.0,159302.0
2021-01-18 00:00:00,7,35,36,186.0,103250.0
2021-01-18 00:00:00,9,19,21,40.0,38072.0
2021-01-18 00:00:00,Ecommerce,2,2,2.0,4380.0
2021-01-18 00:00:00,Warehouse,1,1,6.0,2100.0
2021-01-19 00:00:00,1,16,18,201.0,26043.0
2021-01-19 00:00:00,11,62,64,421.0,160905.0
2021-01-19 00:00:00,14,32,36,183.0,71672.0
2021-01-19 00:00:00,15,12,12,105.0,33234.0
2021-01-19 00:00:00,4,21,22,83.0,32321.0
2021-01-19 00:00:00,5,43,48,323.0,102671.0
2021-01-19 00:00:00,6,64,67,377.0,208713.0
2021-01-19 00:00:00,7,37,38,323.0,129520.0
2021-01-19 00:00:00,9,20,21,75.0,34613.0
2021-01-19 00:00:00,Ecommerce,3,3,3.0,11630.0
2021-01-20 00:00:00,1,14,14,112.0,29057.0
2021-01-20 00:00:00,11,46,48,445.0,110882.0
2021-01-20 00:00:00,14,32,35,197.0,57480.0
2021-01-20 00:00:00,15,17,19,154.0,38351.0
2021-01-20 00:00:00,4,19,21,89.0,29792.0
2021-01-20 00:00:00,5,56,57,362.0,132976.0
2021-01-20 00:00:00,6,76,81,684.0,369381.0
2021-01-20 00:00:00,7,33,33,164.0,100701.0
2021-01-20 00:00:00,9,13,13,66.0,32503.0
2021-01-20 00:00:00,Ecommerce,3,3,8.0,8287.0
2021-01-20 00:00:00,Warehouse,1,1,20.0,13060.0
2021-01-21 00:00:00,1,7,9,48.0,9221.0
2021-01-21 00:00:00,11,53,58,729.0,223180.0
2021-01-21 00:00:00,14,28,30,122.0,43377.0
2021-01-21 00:00:00,15,15,15,83.0,64067.0
2021-01-21 00:00:00,4,21,22,74.0,24031.0
2021-01-21 00:00:00,5,48,49,237.0,166006.0
2021-01-21 00:00:00,6,74,79,483.0,239873.0
2021-01-21 00:00:00,7,42,46,179.0,92645.0
2021-01-21 00:00:00,9,13,14,48.0,32714.0
2021-01-21 00:00:00,Ecommerce,3,3,3.0,18660.0
2021-01-22 00:00:00,1,14,14,169.0,19079.0
2021-01-22 00:00:00,11,51,53,346.0,99281.0
2021-01-22 00:00:00,14,32,34,127.0,72627.0
2021-01-22 00:00:00,15,14,15,51.0,19692.0
2021-01-22 00:00:00,4,19,20,58.0,39044.0
2021-01-22 00:00:00,5,43,45,236.0,102744.0
2021-01-22 00:00:00,6,75,83,396.0,202419.0
2021-01-22 00:00:00,7,41,41,200.0,86617.0
2021-01-22 00:00:00,9,10,11,80.0,35644.0
2021-01-22 00:00:00,Ecommerce,2,2,2.0,3165.0
2021-01-23 00:00:00,1,21,24,303.0,59307.0
2021-01-23 00:00:00,11,54,55,360.0,134296.0
2021-01-23 00:00:00,14,40,46,225.0,74360.0
2021-01-23 00:00:00,15,34,40,158.0,77579.0
2021-01-23 00:00:00,4,22,23,77.0,44860.0
2021-01-23 00:00:00,5,59,63,261.0,202977.0
2021-01-23 00:00:00,6,85,95,523.0,299833.0
2021-01-23 00:00:00,7,48,52,340.0,219701.0
2021-01-23 00:00:00,9,20,21,116.0,66476.0
2021-01-23 00:00:00,Ecommerce,4,4,7.0,19940.0
2021-01-23 00:00:00,Warehouse,2,2,12.0,11779.0
2021-01-24 00:00:00,1,26,28,282.0,47782.0
2021-01-24 00:00:00,11,58,59,329.0,166489.0
2021-01-24 00:00:00,14,29,33,162.0,54003.0
2021-01-24 00:00:00,15,22,24,111.0,62078.0
2021-01-24 00:00:00,4,30,31,129.0,66720.0
2021-01-24 00:00:00,5,71,75,431.0,195284.0
2021-01-24 00:00:00,6,73,85,564.0,235668.0
2021-01-24 00:00:00,7,47,51,292.0,120191.0
2021-01-24 00:00:00,9,18,18,100.0,57081.0
2021-01-24 00:00:00,Ecommerce,2,2,2.0,4380.0
2021-01-25 00:00:00,1,15,15,66.0,21548.0
2021-01-25 00:00:00,11,49,50,320.0,145564.0
2021-01-25 00:00:00,14,38,49,345.0,102120.0
2021-01-25 00:00:00,15,14,16,81.0,30152.0
2021-01-25 00:00:00,4,28,28,162.0,62187.0
2021-01-25 00:00:00,5,51,52,271.0,106972.0
2021-01-25 00:00:00,6,69,73,458.0,221571.0
2021-01-25 00:00:00,7,39,39,202.0,95406.0
2021-01-25 00:00:00,9,22,24,85.0,38157.0
2021-01-25 00:00:00,Ecommerce,6,6,15.0,18345.0
2021-01-26 00:00:00,1,17,17,140.0,26281.0
2021-01-26 00:00:00,11,55,58,333.0,121400.0
2021-01-26 00:00:00,14,37,43,399.0,86607.0
2021-01-26 00:00:00,15,29,29,116.0,49500.0
2021-01-26 00:00:00,4,26,28,88.0,44383.0
2021-01-26 00:00:00,5,47,48,286.0,121711.0
2021-01-26 00:00:00,6,67,70,506.0,175369.0
2021-01-26 00:00:00,7,42,42,177.0,102327.0
2021-01-26 00:00:00,9,20,20,100.0,61818.0
2021-01-26 00:00:00,Ecommerce,6,6,6.0,24849.0
2021-01-27 00:00:00,1,11,11,42.0,8987.0
2021-01-27 00:00:00,11,59,63,476.0,182381.0
2021-01-27 00:00:00,14,31,39,194.0,46444.0
2021-01-27 00:00:00,15,10,11,39.0,21078.0
2021-01-27 00:00:00,4,26,26,139.0,63597.0
2021-01-27 00:00:00,5,50,51,401.0,157248.0
2021-01-27 00:00:00,6,65,73,488.0,240159.0
2021-01-27 00:00:00,7,39,42,158.0,77221.0
2021-01-27 00:00:00,9,9,9,27.0,7814.0
2021-01-27 00:00:00,Ecommerce,3,3,10.0,11505.0
2021-01-28 00:00:00,1,18,22,369.0,49188.0
2021-01-28 00:00:00,11,48,51,361.0,194152.0
2021-01-28 00:00:00,14,20,21,191.0,72568.0
2021-01-28 00:00:00,15,15,16,74.0,29541.0
2021-01-28 00:00:00,4,20,20,70.0,47884.0
2021-01-28 00:00:00,5,47,49,252.0,103479.0
2021-01-28 00:00:00,6,55,61,205.0,143719.0
2021-01-28 00:00:00,7,37,37,125.0,78577.0
2021-01-28 00:00:00,9,15,15,54.0,33567.0
2021-01-28 00:00:00,Ecommerce,4,4,6.0,14580.0
2021-01-28 00:00:00,Warehouse,1,1,1.0,850.0
2021-01-29 00:00:00,1,10,12,74.0,19974.0
2021-01-29 00:00:00,11,48,53,348.0,145840.0
2021-01-29 00:00:00,14,34,38,232.0,88509.0
2021-01-29 00:00:00,15,17,18,58.0,28849.0
2021-01-29 00:00:00,4,16,16,85.0,32859.0
2021-01-29 00:00:00,5,51,56,294.0,148269.0
2021-01-29 00:00:00,6,63,70,316.0,201915.0
2021-01-29 00:00:00,7,46,52,398.0,124935.0
2021-01-29 00:00:00,9,17,18,68.0,35156.0
2021-01-29 00:00:00,Ecommerce,1,1,3.0,2180.0
2021-01-29 00:00:00,Warehouse,1,1,12.0,1888.0
2021-01-30 00:00:00,1,11,13,106.0,26294.0
2021-01-30 00:00:00,11,56,61,327.0,125305.0
2021-01-30 00:00:00,14,40,46,177.0,134661.0
2021-01-30 00:00:00,15,25,26,135.0,44279.0
2021-01-30 00:00:00,4,26,26,94.0,46192.0
2021-01-30 00:00:00,5,54,57,371.0,122276.0
2021-01-30 00:00:00,6,70,75,529.0,221684.0
2021-01-30 00:00:00,7,54,55,345.0,140984.0
2021-01-30 00:00:00,9,21,23,71.0,36324.0
2021-01-30 00:00:00,Ecommerce,3,3,3.0,16380.0
2021-01-30 00:00:00,Warehouse,2,2,19.0,20890.0
2021-01-31 00:00:00,1,17,18,247.0,22004.0
2021-01-31 00:00:00,11,69,74,725.0,180157.0
2021-01-31 00:00:00,14,42,52,308.0,132618.0
2021-01-31 00:00:00,15,29,29,115.0,46595.0
2021-01-31 00:00:00,4,23,24,120.0,55607.0
2021-01-31 00:00:00,5,60,61,324.0,156566.0
2021-01-31 00:00:00,6,81,92,696.0,290308.0
2021-01-31 00:00:00,7,33,36,189.0,117515.0
2021-01-31 00:00:00,9,17,18,89.0,26482.0
2021-01-31 00:00:00,Ecommerce,2,2,5.0,12550.0
2021-02-01 00:00:00,1,18,19,203.0,47289.0
2021-02-01 00:00:00,11,54,59,396.0,108577.0
2021-02-01 00:00:00,14,25,29,284.0,47849.0
2021-02-01 00:00:00,15,13,13,76.0,29508.0
2021-02-01 00:00:00,4,15,15,44.0,23767.0
2021-02-01 00:00:00,5,48,48,221.0,110054.0
2021-02-01 00:00:00,6,71,73,358.0,176405.0
2021-02-01 00:00:00,7,45,45,221.0,114644.0
2021-02-01 00:00:00,9,16,18,52.0,20458.0
2021-02-01 00:00:00,Ecommerce,18,18,20.0,57332.0
2021-02-01 00:00:00,Warehouse,2,2,64.0,37460.0
2021-02-02 00:00:00,1,18,20,177.0,44246.0
2021-02-02 00:00:00,11,46,48,226.0,130662.0
2021-02-02 00:00:00,14,30,33,166.0,53454.0
2021-02-02 00:00:00,15,9,10,66.0,17226.0
2021-02-02 00:00:00,4,18,18,94.0,53985.0
2021-02-02 00:00:00,5,52,53,366.0,131139.0
2021-02-02 00:00:00,6,70,78,454.0,185084.0
2021-02-02 00:00:00,7,40,42,207.0,103632.0
2021-02-02 00:00:00,9,15,15,57.0,26677.0
2021-02-02 00:00:00,Ecommerce,11,11,11.0,40710.0
2021-02-02 00:00:00,Warehouse,2,2,18.0,27260.0
2021-02-03 00:00:00,1,15,15,90.0,24038.0
2021-02-03 00:00:00,11,45,48,257.0,100553.0
2021-02-03 00:00:00,14,34,35,254.0,69588.0
2021-02-03 00:00:00,15,13,13,65.0,23882.0
2021-02-03 00:00:00,4,21,21,121.0,37978.0
2021-02-03 00:00:00,5,54,56,374.0,124659.0
2021-02-03 00:00:00,6,56,57,466.0,210881.0
2021-02-03 00:00:00,7,50,52,281.0,106027.0
2021-02-03 00:00:00,9,16,16,82.0,38798.0
2021-02-03 00:00:00,Ecommerce,14,14,15.0,32180.0
2021-02-04 00:00:00,1,14,15,140.0,15351.0
2021-02-04 00:00:00,11,44,45,297.0,126190.0
2021-02-04 00:00:00,14,31,37,158.0,54322.0
2021-02-04 00:00:00,15,13,13,62.0,33847.0
2021-02-04 00:00:00,4,22,22,110.0,59455.0
2021-02-04 00:00:00,5,40,43,239.0,106631.0
2021-02-04 00:00:00,6,56,58,252.0,175026.0
2021-02-04 00:00:00,7,49,56,311.0,170216.0
2021-02-04 00:00:00,9,21,21,100.0,48843.0
2021-02-04 00:00:00,Ecommerce,7,7,10.0,22520.0
2021-02-05 00:00:00,1,11,12,56.0,14805.0
2021-02-05 00:00:00,11,49,51,312.0,160036.0
2021-02-05 00:00:00,14,31,35,189.0,58238.0
2021-02-05 00:00:00,15,24,24,112.0,29171.0
2021-02-05 00:00:00,4,23,24,142.0,74583.0
2021-02-05 00:00:00,5,45,46,285.0,102512.0
2021-02-05 00:00:00,6,64,70,469.0,227605.0
2021-02-05 00:00:00,7,40,41,318.0,83583.0
2021-02-05 00:00:00,9,23,24,104.0,36367.0
2021-02-05 00:00:00,Ecommerce,8,8,20.0,19549.0
2021-02-06 00:00:00,1,12,12,165.0,14014.0
2021-02-06 00:00:00,11,42,46,529.0,94804.0
2021-02-06 00:00:00,14,39,45,349.0,62285.0
2021-02-06 00:00:00,15,23,23,101.0,45370.0
2021-02-06 00:00:00,4,27,27,97.0,30884.0
2021-02-06 00:00:00,5,77,80,371.0,169260.0
2021-02-06 00:00:00,6,71,76,484.0,199524.0
2021-02-06 00:00:00,7,49,52,390.0,123310.0
2021-02-06 00:00:00,9,25,26,90.0,37504.0
2021-02-06 00:00:00,Ecommerce,6,6,6.0,16188.0
2021-02-07 00:00:00,1,13,15,139.0,19548.0
2021-02-07 00:00:00,11,76,79,603.0,264350.0
2021-02-07 00:00:00,14,49,55,254.0,82384.0
2021-02-07 00:00:00,15,20,20,99.0,46820.0
2021-02-07 00:00:00,4,32,32,136.0,66304.0
2021-02-07 00:00:00,5,58,62,431.0,155059.0
2021-02-07 00:00:00,6,69,74,377.0,205975.0
2021-02-07 00:00:00,7,72,75,414.0,227713.0
2021-02-07 00:00:00,9,18,19,89.0,58385.0
2021-02-07 00:00:00,Ecommerce,4,4,4.0,9210.0
2021-02-08 00:00:00,1,11,11,35.0,7534.0
2021-02-08 00:00:00,11,59,60,248.0,117595.0
2021-02-08 00:00:00,14,24,28,194.0,56113.0
2021-02-08 00:00:00,15,18,19,133.0,46139.0
2021-02-08 00:00:00,4,17,18,78.0,20825.0
2021-02-08 00:00:00,5,52,53,220.0,131045.0
2021-02-08 00:00:00,6,65,70,467.0,187039.0
2021-02-08 00:00:00,7,38,39,133.0,99503.0
2021-02-08 00:00:00,9,15,16,68.0,31581.0
2021-02-08 00:00:00,Ecommerce,4,4,6.0,12920.0
2021-02-08 00:00:00,Warehouse,2,2,43.0,45880.0
2021-02-09 00:00:00,1,18,21,161.0,26814.0
2021-02-09 00:00:00,11,51,52,322.0,89156.0
2021-02-09 00:00:00,14,31,36,212.0,62984.0
2021-02-09 00:00:00,15,18,20,78.0,36667.0
2021-02-09 00:00:00,4,27,27,125.0,47669.0
2021-02-09 00:00:00,5,49,49,166.0,85430.0
2021-02-09 00:00:00,6,65,74,422.0,255001.0
2021-02-09 00:00:00,7,38,39,243.0,79522.0
2021-02-09 00:00:00,9,15,15,69.0,31691.0
2021-02-09 00:00:00,Ecommerce,14,14,33.0,35518.0
2021-02-09 00:00:00,Warehouse,2,2,5.0,10526.0
2021-02-10 00:00:00,1,19,19,212.0,34806.0
2021-02-10 00:00:00,11,50,53,278.0,134812.0
2021-02-10 00:00:00,14,28,31,268.0,69521.0
2021-02-10 00:00:00,15,12,13,74.0,30579.0
2021-02-10 00:00:00,4,18,19,53.0,40799.0
2021-02-10 00:00:00,5,47,47,341.0,111886.0
2021-02-10 00:00:00,6,57,64,343.0,203241.0
2021-02-10 00:00:00,7,52,54,274.0,127845.0
2021-02-10 00:00:00,9,18,18,84.0,61970.0
2021-02-10 00:00:00,Ecommerce,7,7,8.0,18804.0
2021-02-10 00:00:00,Warehouse,1,1,1.0,7899.0
2021-02-11 00:00:00,1,14,15,112.0,14133.0
2021-02-11 00:00:00,11,52,53,376.0,111676.0
2021-02-11 00:00:00,14,23,29,287.0,80052.0
2021-02-11 00:00:00,15,10,12,60.0,18668.0
2021-02-11 00:00:00,4,21,21,66.0,32683.0
2021-02-11 00:00:00,5,57,62,256.0,141448.0
2021-02-11 00:00:00,6,63,65,614.0,220124.0
2021-02-11 00:00:00,7,45,46,240.0,122352.0
2021-02-11 00:00:00,9,11,12,31.0,31633.0
2021-02-11 00:00:00,Ecommerce,5,6,8.0,12880.0
